Company,Location,Date,Rocket,RocketStatus,Price,MissionStatus,Year
Northrop,Japan,1973-04-01,Vulcan,Retired,34.73,Success,1973
Japan JAXA,France,1973-01-01,Soyuz-U,Active,,Success,1973
Virgin Orbit,Kazakhstan,1973-09-10,Pegasus XL,Active,,Success,1973
NASA,Kazakhstan,1973-03-22,Electron,Active,,Success,1973
ISRO,New Zealand,1973-11-21,Proton-M,Active,,Success,1973
NASA,India,1973-01-09,Atlas V,Retired,108.96,Success,1973
Blue Origin,Kazakhstan,1973-10-05,Electron,Active,,Success,1973
CASC,USA,1973-09-06,Pegasus XL,Active,,Failure,1973
Virgin Orbit,China,1973-07-09,Delta IV,Active,,Success,1973
CASC,India,1973-12-15,Vega,Active,17.91,Success,1973
ISRO,Japan,1973-11-25,PSLV,Active,4.11,Success,1973
ULA,France,1973-08-28,Starship,Active,,Success,1973
CASC,Japan,1973-04-19,Ariane 5,Active,,Success,1973
Rocket Lab,Russia,1973-11-11,Starship,Active,,Success,1973
SpaceX,USA,1973-04-24,Delta IV,Retired,,Success,1973
Virgin Orbit,India,1973-04-26,Falcon 9,Active,56.46,Success,1973
Northrop,India,1973-02-06,Electron,Retired,90.18,Success,1973
Northrop,China,1973-05-03,Vulcan,Active,,Success,1973
Roscosmos,India,1973-11-15,Ariane 5,Retired,,Success,1973
Blue Origin,France,1973-05-09,Falcon 9,Active,,Partial Failure,1973
SpaceX,Russia,1973-03-03,Antares,Active,,Failure,1973
Boeing,Russia,1973-12-21,Antares,Retired,,Success,1973
Virgin Orbit,Japan,1973-03-13,Ariane 5,Retired,,Success,1973
Japan JAXA,Russia,1973-03-28,Electron,Active,,Partial Failure,1973
NASA,Australia,1973-01-05,Delta IV,Active,31.24,Success,1973
Arianespace,India,1973-11-22,Atlas V,Retired,,Success,1973
Rocket Lab,India,1973-08-20,Long March 3B,Retired,48.08,Success,1973
ISRO,India,1973-12-20,Falcon 9,Active,,Success,1973
ULA,Japan,1973-11-25,Vega,Retired,26.71,Partial Failure,1973
RVSN USSR,Russia,1973-02-28,Falcon 9,Active,,Success,1973
RVSN USSR,France,1973-08-20,Proton-M,Active,,Success,1973
Rocket Lab,USA,1973-06-03,Falcon 9,Retired,,Partial Failure,1973
Northrop,China,1973-02-22,Antares,Retired,,Success,1973
Rocket Lab,India,1973-05-16,Electron,Active,,Success,1973
Virgin Orbit,Russia,1973-09-15,H-IIA,Active,284.1,Success,1973
RVSN USSR,Kazakhstan,1973-07-07,Soyuz-U,Active,,Success,1973
RVSN USSR,USA,1973-05-13,Ariane 5,Active,,Success,1973
ESA,Australia,1973-04-03,Long March 3B,Retired,,Success,1973
NASA,Australia,1973-06-11,Proton-M,Active,7.63,Success,1973
RVSN USSR,Australia,1973-02-13,Atlas V,Active,,Success,1973
Rocket Lab,Kazakhstan,1973-07-02,Electron,Retired,7.7,Success,1973
Boeing,India,1973-08-15,Starship,Retired,,Success,1973
Japan JAXA,Russia,1973-08-23,Proton-M,Active,,Success,1973
Northrop,India,1973-05-19,Antares,Active,60.02,Success,1973
CASC,Kazakhstan,1973-07-23,H-IIA,Retired,56.14,Success,1973
Blue Origin,France,1973-02-14,PSLV,Active,,Success,1973
NASA,France,1973-04-13,Long March 3B,Retired,,Success,1973
Northrop,Japan,1973-02-18,PSLV,Active,,Success,1973
ESA,Russia,1973-09-17,Pegasus XL,Retired,,Success,1973
Boeing,Russia,1973-12-11,Delta IV,Retired,146.95,Success,1973
ISRO,USA,1973-12-04,Electron,Active,,Success,1973
Arianespace,Russia,1973-06-16,Pegasus XL,Active,,Success,1973
ESA,Kazakhstan,1973-01-28,Long March 3B,Active,19.29,Success,1973
Northrop,New Zealand,1973-05-01,PSLV,Active,105.65,Success,1973
ESA,USA,1973-05-20,Ariane 5,Active,,Success,1973
RVSN USSR,Kazakhstan,1973-06-16,Starship,Active,35.44,Success,1973
Roscosmos,New Zealand,1973-03-12,Atlas V,Active,,Success,1973
ISRO,Japan,1973-04-02,H-IIA,Retired,,Success,1973
ISRO,New Zealand,1973-01-04,Delta IV,Active,,Success,1973
Rocket Lab,Japan,1973-12-06,Antares,Active,252.02,Success,1973
Virgin Orbit,China,1973-05-28,Starship,Active,,Success,1973
RVSN USSR,New Zealand,1974-05-10,Falcon 9,Active,,Success,1974
Blue Origin,China,1974-04-14,Delta IV,Active,144.33,Success,1974
Boeing,Kazakhstan,1974-04-24,H-IIA,Active,,Success,1974
Rocket Lab,New Zealand,1974-04-23,Ariane 5,Retired,,Success,1974
Virgin Orbit,USA,1974-06-21,PSLV,Active,,Failure,1974
Boeing,New Zealand,1974-05-25,Soyuz-U,Active,,Success,1974
SpaceX,Japan,1974-11-21,Vega,Active,,Success,1974
Arianespace,Japan,1974-08-01,Ariane 5,Retired,,Success,1974
Roscosmos,New Zealand,1974-04-08,PSLV,Active,,Success,1974
RVSN USSR,New Zealand,1974-12-23,Antares,Retired,,Partial Failure,1974
Virgin Orbit,France,1974-04-18,Vega,Active,,Success,1974
Northrop,India,1974-07-10,H-IIA,Active,,Success,1974
ISRO,New Zealand,1974-12-11,Vega,Retired,99.27,Success,1974
Northrop,USA,1974-06-28,Falcon 9,Active,,Success,1974
ISRO,New Zealand,1974-09-11,Vulcan,Active,,Success,1974
ESA,India,1974-10-21,Falcon 9,Active,,Success,1974
Blue Origin,China,1974-02-14,Delta IV,Retired,,Success,1974
Boeing,Kazakhstan,1974-11-12,Vulcan,Retired,,Success,1974
SpaceX,USA,1974-12-12,Electron,Active,,Success,1974
ULA,New Zealand,1974-11-26,Ariane 5,Active,,Partial Failure,1974
Blue Origin,New Zealand,1974-07-23,Starship,Retired,,Success,1974
ULA,India,1974-03-27,Soyuz-U,Active,214.47,Success,1974
Rocket Lab,Russia,1974-07-08,Falcon 9,Retired,,Success,1974
Rocket Lab,Australia,1974-01-11,Vulcan,Retired,,Partial Failure,1974
Roscosmos,USA,1974-06-12,Electron,Retired,,Success,1974
ISRO,China,1974-10-11,Vega,Retired,,Success,1974
CASC,Australia,1974-11-22,Vega,Active,,Success,1974
CASC,New Zealand,1974-07-17,Antares,Active,3622.98,Success,1974
RVSN USSR,France,1974-07-27,Ariane 5,Active,9.43,Failure,1974
Boeing,USA,1974-11-18,Soyuz-U,Retired,,Success,1974
Arianespace,USA,1974-04-20,Soyuz-U,Active,,Success,1974
Roscosmos,New Zealand,1974-04-05,H-IIA,Retired,33.5,Success,1974
Northrop,Australia,1974-03-19,Atlas V,Retired,,Success,1974
Rocket Lab,Japan,1974-05-14,Pegasus XL,Active,,Success,1974
Arianespace,Japan,1974-08-09,Vega,Active,,Success,1974
RVSN USSR,Japan,1974-03-05,Vulcan,Retired,124.41,Success,1974
SpaceX,Kazakhstan,1974-04-02,Pegasus XL,Active,,Success,1974
Rocket Lab,Australia,1974-01-23,PSLV,Retired,,Success,1974
CASC,Australia,1974-05-09,Ariane 5,Retired,,Success,1974
ISRO,New Zealand,1974-03-19,Starship,Retired,14.81,Success,1974
ULA,France,1974-04-15,Starship,Active,,Success,1974
ISRO,China,1974-05-25,Antares,Active,,Failure,1974
Northrop,Kazakhstan,1974-07-16,Vulcan,Active,,Success,1974
ESA,India,1974-11-23,Long March 3B,Active,14.84,Success,1974
Japan JAXA,Russia,1974-10-22,Pegasus XL,Retired,,Success,1974
ISRO,USA,1974-11-21,Ariane 5,Active,,Success,1974
CASC,India,1974-04-17,Falcon 9,Retired,,Success,1974
ISRO,Australia,1974-10-07,Soyuz-U,Retired,39.28,Success,1974
Rocket Lab,New Zealand,1974-06-06,Falcon 9,Active,71.13,Success,1974
Arianespace,France,1974-12-16,Long March 3B,Retired,,Success,1974
Japan JAXA,Japan,1974-04-04,Falcon 9,Retired,,Success,1974
NASA,USA,1974-11-19,Atlas V,Active,8.83,Success,1974
ULA,New Zealand,1974-01-05,Falcon 9,Active,35.57,Success,1974
Northrop,India,1974-03-12,PSLV,Retired,,Success,1974
Northrop,New Zealand,1974-02-24,Ariane 5,Retired,,Failure,1974
ULA,Kazakhstan,1974-07-03,H-IIA,Active,,Success,1974
NASA,Japan,1974-08-28,Atlas V,Retired,,Success,1974
SpaceX,USA,1974-05-25,Starship,Retired,122.92,Success,1974
Virgin Orbit,China,1974-09-19,Delta IV,Active,,Success,1974
ULA,China,1974-04-01,Electron,Retired,,Success,1974
Rocket Lab,France,1974-07-19,Delta IV,Retired,46.3,Success,1974
ULA,Australia,1974-10-09,Ariane 5,Active,,Success,1974
ISRO,Australia,1974-02-06,Vega,Active,,Success,1974
Boeing,China,1974-10-20,Starship,Active,,Success,1974
ISRO,USA,1974-03-16,Electron,Retired,87.24,Success,1974
NASA,Australia,1974-07-07,Vega,Active,1037.62,Success,1974
Northrop,India,1974-02-21,Ariane 5,Active,406.73,Failure,1974
NASA,India,1974-09-01,Atlas V,Retired,,Success,1974
ULA,New Zealand,1974-04-01,Electron,Active,,Partial Failure,1974
RVSN USSR,New Zealand,1974-03-16,Vega,Retired,272.75,Success,1974
CASC,Australia,1974-12-01,Delta IV,Retired,,Partial Failure,1974
SpaceX,France,1974-01-10,Proton-M,Active,,Success,1974
Arianespace,New Zealand,1974-06-17,Antares,Active,,Success,1974
Boeing,Russia,1974-12-15,Electron,Active,79.83,Success,1974
Japan JAXA,France,1974-08-28,Antares,Active,68.55,Success,1974
SpaceX,New Zealand,1974-08-07,H-IIA,Active,,Success,1974
SpaceX,China,1974-05-11,Proton-M,Active,21.32,Partial Failure,1974
NASA,Australia,1974-10-01,Electron,Active,,Success,1974
Northrop,Russia,1974-03-04,Vulcan,Active,,Success,1974
Northrop,Australia,1974-07-24,Vulcan,Retired,,Success,1974
Northrop,Australia,1974-11-25,Atlas V,Retired,23.84,Success,1974
Roscosmos,USA,1974-09-18,Starship,Retired,,Success,1974
ESA,China,1974-12-06,Soyuz-U,Active,,Success,1974
Boeing,Australia,1974-11-26,Ariane 5,Retired,28.23,Success,1974
ISRO,France,1974-08-04,Delta IV,Retired,,Success,1974
Virgin Orbit,USA,1974-09-01,Proton-M,Retired,153.16,Success,1974
ULA,India,1974-12-21,Long March 3B,Active,,Success,1974
NASA,Japan,1974-04-05,Atlas V,Retired,,Success,1974
SpaceX,France,1974-07-25,Starship,Active,,Success,1974
CASC,France,1974-10-17,PSLV,Active,107.09,Success,1974
Boeing,Japan,1974-03-13,Falcon 9,Retired,,Success,1974
RVSN USSR,Japan,1974-01-12,Delta IV,Active,,Success,1974
RVSN USSR,New Zealand,1975-05-23,Pegasus XL,Retired,113.04,Failure,1975
Rocket Lab,France,1975-06-22,Pegasus XL,Active,62.46,Success,1975
SpaceX,USA,1975-10-10,Vulcan,Active,,Success,1975
Japan JAXA,Kazakhstan,1975-11-14,Ariane 5,Retired,443.0,Success,1975
Roscosmos,Japan,1975-08-08,Pegasus XL,Active,,Success,1975
Northrop,New Zealand,1975-03-10,Pegasus XL,Retired,,Success,1975
ESA,USA,1975-06-01,Antares,Retired,,Success,1975
NASA,USA,1975-08-26,Long March 3B,Retired,,Success,1975
SpaceX,Japan,1975-07-26,Antares,Active,,Success,1975
SpaceX,Japan,1975-09-27,Long March 3B,Retired,,Success,1975
Rocket Lab,Kazakhstan,1975-09-22,Pegasus XL,Active,,Success,1975
Virgin Orbit,New Zealand,1975-06-16,PSLV,Retired,,Success,1975
ISRO,Kazakhstan,1975-03-19,Starship,Retired,,Success,1975
NASA,New Zealand,1975-02-19,Antares,Active,449.93,Success,1975
NASA,Australia,1975-08-04,Delta IV,Retired,15.06,Success,1975
Japan JAXA,France,1975-06-15,H-IIA,Active,,Success,1975
Arianespace,Kazakhstan,1975-08-27,Atlas V,Active,,Success,1975
Roscosmos,France,1975-11-27,Electron,Retired,,Success,1975
Blue Origin,Russia,1975-09-04,Vulcan,Active,112.01,Success,1975
ESA,New Zealand,1975-10-20,Vega,Active,,Success,1975
SpaceX,Kazakhstan,1975-11-07,Long March 3B,Retired,,Success,1975
Virgin Orbit,New Zealand,1975-01-16,Pegasus XL,Active,,Failure,1975
Roscosmos,Kazakhstan,1975-05-21,Long March 3B,Retired,,Success,1975
ULA,India,1975-11-02,PSLV,Active,,Success,1975
Blue Origin,USA,1975-10-23,Vega,Active,,Success,1975
NASA,USA,1975-01-13,Vulcan,Retired,,Success,1975
Virgin Orbit,China,1975-06-10,Vega,Active,,Success,1975
Roscosmos,China,1975-07-06,Pegasus XL,Active,,Success,1975
ESA,France,1975-08-01,Vega,Retired,121.75,Success,1975
CASC,India,1975-05-28,Delta IV,Retired,,Success,1975
ESA,Russia,1975-07-08,Delta IV,Active,433.53,Failure,1975
Rocket Lab,India,1975-06-06,Soyuz-U,Active,,Success,1975
Northrop,France,1975-10-03,Starship,Retired,,Success,1975
Rocket Lab,Kazakhstan,1975-01-03,Pegasus XL,Active,,Success,1975
Arianespace,China,1975-12-16,Atlas V,Retired,61.84,Success,1975
CASC,Kazakhstan,1975-02-17,Delta IV,Active,,Success,1975
Arianespace,Japan,1975-05-21,Pegasus XL,Retired,,Success,1975
Rocket Lab,Kazakhstan,1975-03-11,H-IIA,Retired,,Success,1975
NASA,New Zealand,1975-11-14,Ariane 5,Retired,,Success,1975
NASA,Japan,1975-04-06,Starship,Retired,208.96,Success,1975
ISRO,Russia,1975-07-11,Electron,Active,,Success,1975
CASC,China,1975-09-22,Proton-M,Active,,Success,1975
Boeing,India,1975-01-15,Atlas V,Retired,,Success,1975
ESA,India,1975-02-20,Delta IV,Retired,,Success,1975
NASA,USA,1975-08-22,Proton-M,Active,,Success,1975
Arianespace,India,1975-02-05,Atlas V,Active,,Success,1975
SpaceX,India,1975-08-12,Soyuz-U,Active,,Success,1975
ESA,India,1975-01-20,Ariane 5,Active,,Success,1975
Arianespace,Japan,1975-11-15,Vulcan,Active,,Success,1975
ESA,China,1975-04-05,Proton-M,Retired,,Failure,1975
Boeing,USA,1975-05-14,Pegasus XL,Active,,Failure,1975
Arianespace,Japan,1975-10-19,Long March 3B,Active,,Success,1975
Blue Origin,Russia,1975-04-18,Soyuz-U,Active,105.55,Success,1975
ULA,Australia,1975-04-03,Vega,Active,,Success,1975
CASC,New Zealand,1975-08-24,PSLV,Active,33.33,Success,1975
Virgin Orbit,Japan,1975-04-05,Starship,Active,,Success,1975
Boeing,India,1975-08-24,Ariane 5,Retired,,Failure,1975
Roscosmos,India,1975-05-06,Soyuz-U,Active,,Success,1975
Boeing,Australia,1975-12-23,Vulcan,Retired,30.54,Success,1975
SpaceX,USA,1975-07-10,Proton-M,Retired,,Failure,1975
CASC,Australia,1975-02-19,Soyuz-U,Active,,Success,1975
Virgin Orbit,Australia,1975-09-08,Falcon 9,Active,67.27,Success,1975
Arianespace,China,1975-12-12,Soyuz-U,Retired,,Success,1975
ULA,Kazakhstan,1975-07-07,Starship,Retired,,Success,1975
Arianespace,New Zealand,1975-06-19,Vulcan,Retired,,Success,1975
Rocket Lab,New Zealand,1975-04-28,Starship,Active,,Failure,1975
Roscosmos,Australia,1975-06-24,H-IIA,Active,,Success,1975
Virgin Orbit,China,1975-06-02,Vulcan,Active,,Success,1975
ULA,India,1975-03-10,PSLV,Retired,15.69,Success,1975
RVSN USSR,USA,1975-04-25,Electron,Retired,,Success,1975
Japan JAXA,New Zealand,1975-06-04,Pegasus XL,Retired,,Success,1975
Rocket Lab,Russia,1975-04-01,Falcon 9,Retired,,Success,1975
Japan JAXA,USA,1976-07-14,PSLV,Retired,,Success,1976
ESA,Australia,1976-05-17,Electron,Active,,Failure,1976
Virgin Orbit,New Zealand,1976-01-07,Antares,Active,,Success,1976
Rocket Lab,Russia,1976-04-15,Antares,Retired,64.68,Failure,1976
ISRO,France,1976-04-01,Vega,Active,4.23,Failure,1976
ISRO,France,1976-11-02,H-IIA,Active,,Success,1976
ISRO,USA,1976-11-08,Antares,Active,71.51,Success,1976
Boeing,Kazakhstan,1976-10-21,Electron,Retired,,Success,1976
CASC,Australia,1976-06-05,Proton-M,Active,,Success,1976
Rocket Lab,Kazakhstan,1976-11-24,Delta IV,Active,,Success,1976
SpaceX,China,1976-07-28,Atlas V,Retired,97.76,Success,1976
Northrop,USA,1976-02-06,Delta IV,Active,,Success,1976
Roscosmos,China,1976-11-04,Atlas V,Retired,,Success,1976
Boeing,France,1976-07-28,Vega,Retired,,Success,1976
Blue Origin,Kazakhstan,1976-01-10,Vega,Active,,Partial Failure,1976
NASA,Australia,1976-12-27,Falcon 9,Retired,117.75,Success,1976
ISRO,Australia,1976-09-02,Starship,Retired,,Success,1976
RVSN USSR,Australia,1976-08-10,Vulcan,Active,,Success,1976
RVSN USSR,Kazakhstan,1976-01-15,PSLV,Retired,,Success,1976
RVSN USSR,New Zealand,1976-07-18,Long March 3B,Active,,Success,1976
Arianespace,Japan,1976-01-22,Ariane 5,Active,,Failure,1976
ISRO,Russia,1976-01-20,Vulcan,Active,,Success,1976
ULA,China,1976-10-26,Vulcan,Active,,Partial Failure,1976
Blue Origin,France,1976-09-26,Pegasus XL,Active,43.44,Success,1976
CASC,India,1976-02-21,Falcon 9,Retired,,Success,1976
Virgin Orbit,Kazakhstan,1976-02-10,Delta IV,Retired,,Success,1976
ISRO,France,1976-05-26,Falcon 9,Retired,,Success,1976
Rocket Lab,China,1976-11-16,Proton-M,Active,9.88,Success,1976
NASA,USA,1976-12-12,PSLV,Active,,Success,1976
Virgin Orbit,Japan,1976-06-28,Vega,Retired,,Success,1976
Boeing,New Zealand,1976-02-23,Proton-M,Active,,Failure,1976
Japan JAXA,France,1976-08-05,H-IIA,Active,,Success,1976
Japan JAXA,USA,1976-01-22,Falcon 9,Active,,Success,1976
ULA,Kazakhstan,1976-01-17,Antares,Active,92.88,Success,1976
ULA,USA,1976-03-14,Delta IV,Retired,,Success,1976
Blue Origin,Australia,1976-01-21,Antares,Active,,Success,1976
ESA,Kazakhstan,1976-01-23,Starship,Retired,,Success,1976
ISRO,Russia,1976-06-06,Vega,Active,,Success,1976
Northrop,Russia,1976-07-12,Soyuz-U,Active,,Success,1976
Roscosmos,Kazakhstan,1976-04-04,Pegasus XL,Retired,,Success,1976
RVSN USSR,Australia,1976-02-01,PSLV,Active,,Success,1976
RVSN USSR,France,1976-05-16,Antares,Active,,Success,1976
Japan JAXA,France,1976-04-13,PSLV,Retired,,Success,1976
Boeing,Russia,1976-11-09,Pegasus XL,Active,,Success,1976
Roscosmos,Russia,1976-10-06,PSLV,Active,,Success,1976
NASA,Russia,1976-11-13,Long March 3B,Active,,Failure,1976
Roscosmos,China,1976-12-04,Vulcan,Active,,Success,1976
Rocket Lab,Japan,1976-10-09,Delta IV,Active,,Success,1976
CASC,France,1976-11-17,Delta IV,Retired,,Success,1976
Arianespace,France,1976-06-24,Falcon 9,Retired,,Success,1976
RVSN USSR,India,1977-11-13,Falcon 9,Active,,Success,1977
Northrop,Kazakhstan,1977-01-18,H-IIA,Retired,,Success,1977
SpaceX,New Zealand,1977-05-15,H-IIA,Retired,,Success,1977
Arianespace,Japan,1977-10-14,Vulcan,Active,6.7,Success,1977
Boeing,New Zealand,1977-09-25,Vulcan,Retired,588.34,Success,1977
Blue Origin,Kazakhstan,1977-06-13,Ariane 5,Retired,117.15,Success,1977
Roscosmos,Japan,1977-09-10,Falcon 9,Retired,,Success,1977
NASA,India,1977-02-03,Electron,Active,,Success,1977
CASC,India,1977-12-13,H-IIA,Active,,Success,1977
Arianespace,Japan,1977-11-15,Delta IV,Retired,,Success,1977
Japan JAXA,Australia,1977-12-12,Proton-M,Active,29.58,Success,1977
Rocket Lab,USA,1977-05-26,Pegasus XL,Active,,Success,1977
Arianespace,India,1977-07-16,Antares,Retired,,Success,1977
Blue Origin,Japan,1977-04-15,Antares,Active,,Success,1977
Blue Origin,France,1977-11-23,Atlas V,Active,,Success,1977
Arianespace,France,1977-06-16,H-IIA,Retired,,Success,1977
NASA,China,1977-07-02,Delta IV,Active,,Partial Failure,1977
Rocket Lab,India,1977-04-09,Antares,Active,,Partial Failure,1977
Roscosmos,Kazakhstan,1977-09-20,Atlas V,Retired,,Success,1977
ISRO,France,1977-10-04,Soyuz-U,Active,21.41,Success,1977
Rocket Lab,Russia,1977-07-04,Antares,Active,269.53,Success,1977
RVSN USSR,Kazakhstan,1977-05-02,H-IIA,Retired,,Success,1977
Northrop,France,1977-01-16,Vega,Retired,,Success,1977
Blue Origin,Japan,1977-07-21,Long March 3B,Retired,,Success,1977
Arianespace,Japan,1977-10-07,Vega,Active,17.41,Success,1977
NASA,Australia,1977-02-11,Ariane 5,Active,,Success,1977
Northrop,Kazakhstan,1977-02-17,Starship,Active,,Success,1977
NASA,India,1977-10-28,Vulcan,Active,24.23,Success,1977
Boeing,Australia,1977-06-16,Falcon 9,Active,,Success,1977
Rocket Lab,India,1977-02-26,H-IIA,Active,,Success,1977
ISRO,Russia,1977-09-10,Starship,Retired,,Success,1977
ISRO,Russia,1977-03-28,Ariane 5,Active,,Success,1977
Arianespace,Australia,1977-02-15,Delta IV,Active,,Success,1977
Virgin Orbit,China,1977-05-18,Starship,Active,,Success,1977
ESA,Russia,1977-04-24,Vega,Active,16.49,Success,1977
ISRO,USA,1977-03-23,Antares,Active,,Success,1977
Rocket Lab,China,1977-06-12,Ariane 5,Retired,,Success,1977
SpaceX,Japan,1977-12-17,Vulcan,Retired,189.42,Success,1977
ISRO,India,1977-11-20,Pegasus XL,Retired,,Success,1977
Roscosmos,Australia,1977-05-03,Electron,Retired,,Success,1977
SpaceX,Kazakhstan,1977-08-13,Vulcan,Retired,,Success,1977
Northrop,France,1977-09-22,Atlas V,Retired,,Success,1977
NASA,China,1977-01-20,Starship,Retired,,Failure,1977
Virgin Orbit,Japan,1977-06-26,Electron,Active,,Success,1977
RVSN USSR,France,1977-05-15,Vulcan,Retired,,Success,1977
SpaceX,USA,1977-03-01,Soyuz-U,Retired,,Success,1977
RVSN USSR,Kazakhstan,1977-04-09,Long March 3B,Retired,,Failure,1977
Roscosmos,France,1977-12-25,Atlas V,Retired,,Success,1977
ULA,France,1977-08-20,Pegasus XL,Retired,,Success,1977
ESA,Kazakhstan,1977-09-20,Vega,Active,,Success,1977
ESA,Kazakhstan,1977-07-14,Proton-M,Active,,Success,1977
Northrop,India,1977-04-06,Soyuz-U,Active,,Success,1977
SpaceX,USA,1977-12-11,Atlas V,Active,183.62,Success,1977
RVSN USSR,China,1977-09-13,Long March 3B,Active,,Success,1977
ISRO,India,1977-01-07,Delta IV,Active,,Success,1977
Boeing,India,1978-12-11,H-IIA,Active,134.14,Failure,1978
Japan JAXA,New Zealand,1978-01-04,Vega,Active,,Success,1978
Blue Origin,Kazakhstan,1978-09-19,Vulcan,Active,46.36,Failure,1978
ULA,China,1978-10-07,Delta IV,Retired,,Success,1978
ULA,USA,1978-07-16,Soyuz-U,Retired,,Success,1978
Rocket Lab,Russia,1978-12-21,Delta IV,Active,,Failure,1978
Virgin Orbit,Russia,1978-10-04,Ariane 5,Active,194.9,Success,1978
SpaceX,Japan,1978-04-18,Vulcan,Retired,36.77,Success,1978
Arianespace,New Zealand,1978-11-27,Soyuz-U,Active,29.46,Success,1978
Japan JAXA,France,1978-10-16,Long March 3B,Active,,Success,1978
Roscosmos,New Zealand,1978-02-12,Ariane 5,Active,,Success,1978
Virgin Orbit,France,1978-10-23,Soyuz-U,Active,13.45,Failure,1978
Boeing,India,1978-03-05,Delta IV,Retired,,Success,1978
NASA,China,1978-12-22,Vulcan,Active,224.5,Success,1978
Blue Origin,Japan,1978-01-11,H-IIA,Retired,,Success,1978
Blue Origin,China,1978-06-05,Pegasus XL,Active,44.13,Success,1978
Boeing,USA,1978-04-27,Starship,Retired,,Success,1978
NASA,France,1978-02-12,Falcon 9,Retired,10.73,Partial Failure,1978
Japan JAXA,India,1978-07-28,Vega,Active,107.21,Success,1978
Virgin Orbit,Kazakhstan,1978-06-05,Proton-M,Active,34.28,Success,1978
Roscosmos,China,1978-11-07,Vega,Retired,,Success,1978
Boeing,Japan,1978-03-06,Antares,Retired,,Success,1978
Virgin Orbit,India,1978-08-23,Antares,Active,,Failure,1978
Boeing,France,1978-03-16,Pegasus XL,Active,63.55,Success,1978
ISRO,China,1978-02-09,H-IIA,Active,,Success,1978
ULA,Australia,1978-08-24,Falcon 9,Active,,Success,1978
SpaceX,New Zealand,1978-10-14,Soyuz-U,Retired,22.61,Success,1978
Blue Origin,New Zealand,1978-05-11,Ariane 5,Active,,Success,1978
ISRO,Russia,1978-02-27,Vulcan,Active,,Success,1978
Virgin Orbit,New Zealand,1978-09-08,Starship,Active,,Success,1978
Arianespace,USA,1978-08-16,Ariane 5,Retired,58.14,Success,1978
Roscosmos,China,1978-02-10,H-IIA,Retired,,Success,1978
